"name","orig.ident","nCount_RNA","nFeature_RNA","percent.mito","percent.mt","seurat_clusters","neuron_cluster"
"hypothalamus-JM-1_DB5128_N1","hypothalamus-JM-1",5531,2564,0.001446393,0.144639306,0,0
"hypothalamus-JM-1_DB592_N2","hypothalamus-JM-1",14138,5084,0.00106097,0.106097043,7,12
"hypothalamus-JM-1_DB6019_N1","hypothalamus-JM-1",7102,3252,0.002393692,0.239369192,3,3
"hypothalamus-JM-1_DB6339_N1","hypothalamus-JM-1",6019,2654,0.03887689,3.887688985,4,10
"hypothalamus-JM-1_DB6011_N1","hypothalamus-JM-1",2875,1487,0.003826087,0.382608696,0,0
"hypothalamus-JM-1_DB3222_N1","hypothalamus-JM-1",5393,2655,0.002039681,0.203968107,0,0
"hypothalamus-JM-1_DB4961_N1","hypothalamus-JM-1",3330,1913,0.003903904,0.39039039,0,6
"hypothalamus-JM-1_DB4395_N1","hypothalamus-JM-1",2517,1536,0.003575685,0.357568534,0,0
"hypothalamus-JM-1_DB1986_N1","hypothalamus-JM-1",3375,1727,0.003259259,0.325925926,1,1
"hypothalamus-JM-1_DB5659_N1","hypothalamus-JM-1",8907,3224,0.003255866,0.325586617,1,7
"hypothalamus-JM-1_DB1709_N3","hypothalamus-JM-1",17465,5289,0.00131692,0.131691955,7,0
"hypothalamus-JM-1_DB1119_N1","hypothalamus-JM-1",3113,1499,0.001606168,0.160616768,5,NA
"hypothalamus-JM-1_DB3861_N2","hypothalamus-JM-1",12288,4713,0.002115885,0.211588542,3,9
"hypothalamus-JM-1_DB1409_N1","hypothalamus-JM-1",6017,2907,0.001495762,0.149576201,1,1
"hypothalamus-JM-1_DB732_N1","hypothalamus-JM-1",11302,4407,0.002477438,0.247743762,3,12
"hypothalamus-JM-1_DB5410_N1","hypothalamus-JM-1",10293,4302,0.011852715,1.185271544,6,NA
"hypothalamus-JM-1_DB2783_N1","hypothalamus-JM-1",5492,2519,0.001274581,0.127458121,0,0
"hypothalamus-JM-1_DB6634_N1","hypothalamus-JM-1",5293,2587,0.001700359,0.170035896,1,1
"hypothalamus-JM-1_DB1388_N1","hypothalamus-JM-1",16190,5016,0.00123533,0.123533045,1,1
"hypothalamus-JM-1_DB4546_N1","hypothalamus-JM-1",4889,2437,0.001022704,0.102270403,0,1
"hypothalamus-JM-1_DB2771_N1","hypothalamus-JM-1",3194,1701,0.009705698,0.970569818,1,5
"hypothalamus-JM-1_DB1866_N1","hypothalamus-JM-1",6691,3031,0.00134509,0.134509042,0,5
"hypothalamus-JM-1_DB2306_N2","hypothalamus-JM-1",14161,4124,0.001553563,0.15535626,9,NA
"hypothalamus-JM-1_DB5504_N1","hypothalamus-JM-1",4653,2028,0.002578981,0.25789813,1,6
"hypothalamus-JM-1_DB5524_N1","hypothalamus-JM-1",6257,2833,0.001278568,0.1278568,0,0
"hypothalamus-JM-1_DB1185_N1","hypothalamus-JM-1",12184,4424,0.002790545,0.279054498,3,3
"hypothalamus-JM-1_DB44_N1","hypothalamus-JM-1",3763,1710,0.003986181,0.398618124,5,NA
"hypothalamus-JM-1_DB5431_N1","hypothalamus-JM-1",13038,4490,0.002684461,0.268446081,12,NA
"hypothalamus-JM-1_DB6282_N1","hypothalamus-JM-1",14201,4620,0.001197099,0.11970988,1,1
"hypothalamus-JM-1_DB3005_N1","hypothalamus-JM-1",3416,2013,0.006733021,0.673302108,0,2
"hypothalamus-JM-1_DB6110_N1","hypothalamus-JM-1",11696,4750,0.002222982,0.222298222,2,NA
"hypothalamus-JM-1_DB2003_N1","hypothalamus-JM-1",3080,1676,0.001298701,0.12987013,0,2
"hypothalamus-JM-1_DB1439_N2","hypothalamus-JM-1",7585,3159,0.00158207,0.158206987,3,2
"hypothalamus-JM-1_DB369_N1","hypothalamus-JM-1",3857,1857,0.003629764,0.362976407,1,6
"hypothalamus-JM-1_DB615_N1","hypothalamus-JM-1",6972,3162,0.001290878,0.12908778,1,2
"hypothalamus-JM-1_DB1609_N1","hypothalamus-JM-1",10898,3887,0.001743439,0.174343916,1,6
"hypothalamus-JM-1_DB3878_N1","hypothalamus-JM-1",11090,4117,0.001713255,0.171325518,1,1
"hypothalamus-JM-1_DB3599_N1","hypothalamus-JM-1",4570,2166,0.002625821,0.262582057,5,NA
"hypothalamus-JM-1_DB1312_N1","hypothalamus-JM-1",6389,2929,0.001878228,0.18782282,0,1
"hypothalamus-JM-1_DB2221_N1","hypothalamus-JM-1",6518,2962,0.003988954,0.398895367,8,NA
"hypothalamus-JM-1_DB4576_N1","hypothalamus-JM-1",4723,2890,0.004234597,0.423459665,8,NA
"hypothalamus-JM-1_DB2400_N2","hypothalamus-JM-1",6580,3032,0.001671733,0.167173252,0,2
"hypothalamus-JM-1_DB3271_N1","hypothalamus-JM-1",4222,2167,0.003552819,0.355281857,1,6
"hypothalamus-JM-1_DB646_N1","hypothalamus-JM-1",8797,3752,0.001591452,0.159145163,1,1
"hypothalamus-JM-1_DB3284_N1","hypothalamus-JM-1",9890,3744,0.002426694,0.242669363,1,7
"hypothalamus-JM-1_DB5499_N1","hypothalamus-JM-1",7923,3432,0.009339897,0.93398965,6,NA
"hypothalamus-JM-1_DB5592_N1","hypothalamus-JM-1",9894,3834,0.001010714,0.101071356,3,3
"hypothalamus-JM-1_DB4828_N1","hypothalamus-JM-1",8370,3592,0.002867384,0.286738351,1,1
"hypothalamus-JM-1_DB5534_N1","hypothalamus-JM-1",7994,3288,0.002501876,0.250187641,0,2
"hypothalamus-JM-1_DB898_N1","hypothalamus-JM-1",8113,3287,0.005669912,0.566991249,7,0
"hypothalamus-JM-1_DB4018_N1","hypothalamus-JM-1",7962,3428,0.002260739,0.226073851,4,8
"hypothalamus-JM-1_DB2909_N1","hypothalamus-JM-1",4374,2083,0.004572474,0.457247371,11,11
"hypothalamus-JM-1_DB2499_N1","hypothalamus-JM-1",2712,1523,0.001843658,0.184365782,4,10
"hypothalamus-JM-1_DB2336_N1","hypothalamus-JM-1",6919,3261,0.007226478,0.722647781,8,NA
"hypothalamus-JM-1_DB6330_N1","hypothalamus-JM-1",13505,5050,0.006293965,0.62939652,4,8
"hypothalamus-JM-1_DB2805_N1","hypothalamus-JM-1",4875,2606,0.001230769,0.123076923,0,1
"hypothalamus-JM-1_DB5660_N1","hypothalamus-JM-1",13907,4320,0.001653843,0.165384339,1,1
"hypothalamus-JM-1_DB5799_N1","hypothalamus-JM-1",4278,2080,0.001870033,0.187003273,1,1
"hypothalamus-JM-1_DB547_N1","hypothalamus-JM-1",11845,4501,0.002870409,0.287040946,3,12
"hypothalamus-JM-1_DB1890_N1","hypothalamus-JM-1",4873,2248,0.003488611,0.348861071,0,2
"hypothalamus-JM-1_DB155_N1","hypothalamus-JM-1",4176,2034,0.001915709,0.191570881,4,8
"hypothalamus-JM-1_DB1940_N1","hypothalamus-JM-1",4053,2057,0.022205774,2.22057735,4,8
"hypothalamus-JM-1_DB536_N1","hypothalamus-JM-1",3465,1782,0.002308802,0.230880231,0,0
"hypothalamus-JM-1_DB1532_N1","hypothalamus-JM-1",7482,3212,0.004677894,0.467789361,4,14
"hypothalamus-JM-1_DB3732_N2","hypothalamus-JM-1",15970,5397,0.00169067,0.169067001,12,NA
"hypothalamus-JM-1_DB2904_N1","hypothalamus-JM-1",2823,1514,0.002479632,0.24796316,0,2
"hypothalamus-JM-1_DB6186_N1","hypothalamus-JM-1",4652,2204,0.001289768,0.128976784,7,3
"hypothalamus-JM-1_DB997_N1","hypothalamus-JM-1",8344,3478,0.001198466,0.119846596,0,0
"hypothalamus-JM-1_DB5056_N1","hypothalamus-JM-1",7029,2870,0.005832978,0.583297766,5,NA
"hypothalamus-JM-1_DB4165_N2","hypothalamus-JM-1",11235,4974,0.036582109,3.658210948,10,NA
"hypothalamus-JM-1_DB1895_N1","hypothalamus-JM-1",4118,2024,0.001699854,0.16998543,11,11
"hypothalamus-JM-1_DB2599_N2","hypothalamus-JM-1",9923,3786,0.004736471,0.473647083,4,14
"hypothalamus-JM-1_DB5090_N1","hypothalamus-JM-1",6737,3030,0.002374944,0.237494434,8,NA
"hypothalamus-JM-1_DB2812_N1","hypothalamus-JM-1",17732,6017,0.001804647,0.180464697,3,12
"hypothalamus-JM-1_DB1359_N1","hypothalamus-JM-1",3684,1904,0.004343105,0.434310532,9,NA
"hypothalamus-JM-1_DB2374_N2","hypothalamus-JM-1",10094,3908,0.004854369,0.485436893,4,14
"hypothalamus-JM-1_DB4088_N1","hypothalamus-JM-1",5953,2725,0.002183773,0.218377289,7,0
"hypothalamus-JM-1_DB2507_N2","hypothalamus-JM-1",18162,5525,0.00176192,0.176192049,1,1
"hypothalamus-JM-1_DB2799_N2","hypothalamus-JM-1",7390,3237,0.005006766,0.50067659,0,2
"hypothalamus-JM-1_DB1466_N2","hypothalamus-JM-1",9780,3937,0.01390593,1.390593047,3,3
"hypothalamus-JM-1_DB5005_N1","hypothalamus-JM-1",4328,2316,0.001386322,0.138632163,3,3
"hypothalamus-JM-1_DB5223_N1","hypothalamus-JM-1",16085,5903,0.006341312,0.634131178,9,NA
"hypothalamus-JM-1_DB381_N1","hypothalamus-JM-1",10168,4533,0.006097561,0.609756098,10,NA
"hypothalamus-JM-1_DB4528_N1","hypothalamus-JM-1",7970,3532,0.002634881,0.26348808,0,3
"hypothalamus-JM-1_DB4481_N1","hypothalamus-JM-1",2874,1720,0.001391788,0.139178845,0,3
"hypothalamus-JM-1_DB2417_N1","hypothalamus-JM-1",3551,2036,0.002816108,0.281610814,3,12
"hypothalamus-JM-1_DB569_N1","hypothalamus-JM-1",12680,4688,0.001656151,0.165615142,1,6
"hypothalamus-JM-1_DB6671_N1","hypothalamus-JM-1",4869,2260,0.005545287,0.554528651,4,14
"hypothalamus-JM-1_DB6026_N1","hypothalamus-JM-1",4231,2134,0.002599858,0.259985819,1,5
"hypothalamus-JM-1_DB5356_N1","hypothalamus-JM-1",2460,1272,0.017886179,1.788617886,0,2
"hypothalamus-JM-1_DB2039_N1","hypothalamus-JM-1",8537,3515,0.001405646,0.140564601,1,6
"hypothalamus-JM-1_DB5658_N1","hypothalamus-JM-1",5234,2526,0.002674818,0.267481849,0,6
"hypothalamus-JM-1_DB4833_N1","hypothalamus-JM-1",8759,3890,0.001712524,0.171252426,10,NA
"hypothalamus-JM-1_DB4370_N1","hypothalamus-JM-1",5984,2663,0.00217246,0.217245989,7,3
"hypothalamus-JM-1_DB5771_N1","hypothalamus-JM-1",4420,2191,0.004977376,0.497737557,4,8
"hypothalamus-JM-1_DB4189_N1","hypothalamus-JM-1",2629,1427,0.001521491,0.152149106,4,10
"hypothalamus-JM-1_DB6199_N2","hypothalamus-JM-1",14355,4450,0.00195054,0.195053988,7,3
"hypothalamus-JM-1_DB5346_N1","hypothalamus-JM-1",7024,2922,0.002135535,0.213553531,1,7
"hypothalamus-JM-1_DB6708_N1","hypothalamus-JM-1",9718,3673,0.00113192,0.113192015,1,1
"hypothalamus-JM-1_DB4807_N1","hypothalamus-JM-1",3288,1793,0.00243309,0.243309002,8,NA
"hypothalamus-JM-1_DB1495_N2","hypothalamus-JM-1",14697,5139,0.011703069,1.170306865,8,NA
"hypothalamus-JM-1_DB5906_N1","hypothalamus-JM-1",9687,4406,0.011458656,1.145865593,13,NA
"hypothalamus-JM-1_DB4347_N1","hypothalamus-JM-1",5715,2913,0.008923885,0.892388451,2,NA
"hypothalamus-JM-1_DB6452_N1","hypothalamus-JM-1",15982,5275,0.001689401,0.168940058,4,5
"hypothalamus-JM-1_DB4995_N2","hypothalamus-JM-1",7004,3092,0.002141633,0.214163335,1,5
"hypothalamus-JM-1_DB478_N1","hypothalamus-JM-1",6064,2819,0.001484169,0.148416887,1,4
"hypothalamus-JM-1_DB7_N1","hypothalamus-JM-1",10232,4187,0.001368256,0.136825645,9,NA
"hypothalamus-JM-1_DB1661_N1","hypothalamus-JM-1",4073,2242,0.009084213,0.908421311,13,NA
"hypothalamus-JM-1_DB6354_N1","hypothalamus-JM-1",3944,2054,0.002535497,0.253549696,0,7
"hypothalamus-JM-1_DB6039_N1","hypothalamus-JM-1",5966,2538,0.003184713,0.318471338,0,0
"hypothalamus-JM-1_DB3146_N1","hypothalamus-JM-1",8474,3580,0.002714185,0.271418456,0,3
"hypothalamus-JM-1_DB3837_N1","hypothalamus-JM-1",7414,2916,0.002562719,0.256271918,0,6
"hypothalamus-JM-1_DB377_N1","hypothalamus-JM-1",4511,2284,0.001330082,0.133008202,3,3
"hypothalamus-JM-1_DB4867_N2","hypothalamus-JM-1",12727,4170,0.001964328,0.196432781,7,2
"hypothalamus-JM-1_DB1198_N1","hypothalamus-JM-1",4954,2320,0.005450141,0.54501413,4,14
"hypothalamus-JM-1_DB3891_N1","hypothalamus-JM-1",5445,2352,0.001285583,0.12855831,3,12
"hypothalamus-JM-1_DB3128_N1","hypothalamus-JM-1",5310,2452,0.002824859,0.282485876,1,1
"hypothalamus-JM-1_DB156_N1","hypothalamus-JM-1",9875,4162,0.00121519,0.121518987,3,12
"hypothalamus-JM-1_DB5094_N1","hypothalamus-JM-1",4847,2282,0.002269445,0.226944502,0,6
"hypothalamus-JM-1_DB1973_N1","hypothalamus-JM-1",6171,2707,0.002106628,0.210662778,0,2
"hypothalamus-JM-1_DB3693_N2","hypothalamus-JM-1",18366,6181,0.006370467,0.637046717,4,3
"hypothalamus-JM-1_DB5256_N1","hypothalamus-JM-1",2738,1356,0.002556611,0.255661066,5,NA
"hypothalamus-JM-1_DB5447_N1","hypothalamus-JM-1",8524,3700,0.003402159,0.340215861,9,NA
"hypothalamus-JM-1_DB3056_N1","hypothalamus-JM-1",8505,3330,0.010817166,1.081716637,3,13
"hypothalamus-JM-1_DB5131_N1","hypothalamus-JM-1",7214,3093,0.002356529,0.235652897,4,14
"hypothalamus-JM-1_DB647_N1","hypothalamus-JM-1",5311,2639,0.003389192,0.338919224,0,2
"hypothalamus-JM-1_DB1433_N1","hypothalamus-JM-1",9800,3914,0.002653061,0.265306122,1,1
"hypothalamus-JM-1_DB1250_N1","hypothalamus-JM-1",3895,2013,0.001026958,0.102695764,3,3
"hypothalamus-JM-1_DB4118_N1","hypothalamus-JM-1",4531,2319,0.00242772,0.242772015,4,8
"hypothalamus-JM-1_DB878_N2","hypothalamus-JM-1",10922,3822,0.001373375,0.137337484,7,3
"hypothalamus-JM-1_DB1230_N2","hypothalamus-JM-1",13523,4571,0.001478962,0.147896177,7,0
"hypothalamus-JM-1_DB2273_N2","hypothalamus-JM-1",15901,5022,0.009181812,0.918181246,1,1
"hypothalamus-JM-1_DB222_N3","hypothalamus-JM-1",9020,3519,0.005543237,0.554323725,1,7
"hypothalamus-JM-1_DB1851_N1","hypothalamus-JM-1",3209,1746,0.003116236,0.311623559,0,5
"hypothalamus-JM-1_DB1521_N1","hypothalamus-JM-1",5162,2459,0.004455637,0.445563735,4,8
"hypothalamus-JM-1_DB4037_N1","hypothalamus-JM-1",5908,2864,0.00169262,0.169262018,1,5
"hypothalamus-JM-1_DB3690_N1","hypothalamus-JM-1",8267,4059,0.002782146,0.278214588,3,3
"hypothalamus-JM-1_DB4176_N1","hypothalamus-JM-1",5499,2356,0.004000727,0.40007274,0,13
"hypothalamus-JM-1_DB4122_N1","hypothalamus-JM-1",8981,3619,0.002895001,0.289500056,0,4
"hypothalamus-JM-1_DB5110_N1","hypothalamus-JM-1",3767,2005,0.005574728,0.55747279,4,8
"hypothalamus-JM-1_DB653_N1","hypothalamus-JM-1",8011,3538,0.001622769,0.162276869,0,4
"hypothalamus-JM-1_DB2505_N1","hypothalamus-JM-1",6048,2806,0.00297619,0.297619048,1,1
"hypothalamus-JM-1_DB6612_N1","hypothalamus-JM-1",7017,3134,0.001140088,0.114008836,0,3
"hypothalamus-JM-1_DB5175_N1","hypothalamus-JM-1",8402,3939,0.005950964,0.595096406,13,NA
"hypothalamus-JM-1_DB3281_N1","hypothalamus-JM-1",4310,2174,0.001160093,0.116009281,12,NA
"hypothalamus-JM-1_DB3855_N1","hypothalamus-JM-1",6099,2707,0.00245942,0.245941958,3,9
"hypothalamus-JM-1_DB1389_N2","hypothalamus-JM-1",8953,3687,0.001563722,0.156372166,1,5
"hypothalamus-JM-1_DB6048_N1","hypothalamus-JM-1",12452,4712,0.001284934,0.128493415,9,NA
"hypothalamus-JM-1_DB2299_N1","hypothalamus-JM-1",13312,4170,0.001277043,0.127704327,1,4
"hypothalamus-JM-1_DB1294_N2","hypothalamus-JM-1",8432,3201,0.003557875,0.355787476,1,5
"hypothalamus-JM-1_DB4781_N1","hypothalamus-JM-1",7862,3312,0.001780717,0.178071737,3,12
"hypothalamus-JM-1_DB227_N1","hypothalamus-JM-1",5064,2503,0.001974724,0.197472354,0,3
"hypothalamus-JM-1_DB2915_N1","hypothalamus-JM-1",3304,1818,0.001513317,0.151331719,1,5
"hypothalamus-JM-1_DB3391_N2","hypothalamus-JM-1",8299,3416,0.001084468,0.108446801,0,0
"hypothalamus-JM-1_DB3823_N1","hypothalamus-JM-1",15435,5022,0.001036605,0.103660512,1,1
"hypothalamus-JM-1_DB900_N1","hypothalamus-JM-1",7537,3120,0.001990182,0.199018177,1,6
"hypothalamus-JM-1_DB821_N1","hypothalamus-JM-1",4864,2217,0.001233553,0.123355263,7,4
"hypothalamus-JM-1_DB2966_N1","hypothalamus-JM-1",10242,4114,0.006541691,0.654169108,0,0
"hypothalamus-JM-1_DB6355_N1","hypothalamus-JM-1",5524,2617,0.00307748,0.307748009,1,2
"hypothalamus-JM-1_DB356_N1","hypothalamus-JM-1",5388,2536,0.002783964,0.278396437,3,3
"hypothalamus-JM-1_DB2260_N1","hypothalamus-JM-1",6120,2726,0.001143791,0.114379085,1,1
"hypothalamus-JM-1_DB6200_N1","hypothalamus-JM-1",4381,2062,0.020314997,2.031499658,4,8
"hypothalamus-JM-1_DB2747_N1","hypothalamus-JM-1",5880,2735,0.001190476,0.119047619,1,4
"hypothalamus-JM-1_DB6308_N1","hypothalamus-JM-1",4378,2256,0.003197807,0.319780722,1,1
"hypothalamus-JM-1_DB2424_N1","hypothalamus-JM-1",9861,3926,0.001825373,0.182537268,7,0
"hypothalamus-JM-1_DB4186_N3","hypothalamus-JM-1",11081,4170,0.001534158,0.153415757,7,9
"hypothalamus-JM-1_DB54_N2","hypothalamus-JM-1",14286,5052,0.00300994,0.30099398,11,11
"hypothalamus-JM-1_DB5772_N1","hypothalamus-JM-1",4572,2263,0.001531059,0.153105862,8,NA
"hypothalamus-JM-1_DB5441_N1","hypothalamus-JM-1",4331,1742,0.002308936,0.230893558,5,NA
"hypothalamus-JM-1_DB2345_N1","hypothalamus-JM-1",6145,3022,0.001464605,0.146460537,3,12
"hypothalamus-JM-1_DB6170_N1","hypothalamus-JM-1",4354,2182,0.001378043,0.137804318,12,NA
"hypothalamus-JM-1_DB1053_N1","hypothalamus-JM-1",4700,2176,0.001914894,0.191489362,0,4
"hypothalamus-JM-1_DB2068_N1","hypothalamus-JM-1",4326,2208,0.002773925,0.27739251,3,3
"hypothalamus-JM-1_DB299_N1","hypothalamus-JM-1",10517,4485,0.001711515,0.171151469,8,NA
"hypothalamus-JM-1_DB4083_N1","hypothalamus-JM-1",3888,1964,0.004115226,0.411522634,0,4
"hypothalamus-JM-1_DB537_N1","hypothalamus-JM-1",4679,2356,0.015815345,1.581534516,11,11
"hypothalamus-JM-1_DB4596_N1","hypothalamus-JM-1",5226,2444,0.001339457,0.133945656,1,1
"hypothalamus-JM-1_DB2736_N2","hypothalamus-JM-1",6709,2891,0.002832017,0.283201669,4,8
"hypothalamus-JM-1_DB1441_N1","hypothalamus-JM-1",5829,3027,0.00257334,0.25733402,3,12
"hypothalamus-JM-1_DB3229_N1","hypothalamus-JM-1",8500,3264,0.001411765,0.141176471,1,7
"hypothalamus-JM-1_DB2050_N1","hypothalamus-JM-1",8188,3479,0.001709819,0.170981925,3,12
"hypothalamus-JM-1_DB3129_N1","hypothalamus-JM-1",14104,5080,0.001701645,0.170164492,9,NA
"hypothalamus-JM-1_DB5890_N1","hypothalamus-JM-1",10649,4073,0.001502488,0.15024885,0,0
"hypothalamus-JM-1_DB2721_N1","hypothalamus-JM-1",8460,3571,0.004373522,0.437352246,4,10
"hypothalamus-JM-1_DB4884_N1","hypothalamus-JM-1",3732,1873,0.01607717,1.607717042,4,8
"hypothalamus-JM-1_DB3247_N2","hypothalamus-JM-1",13159,4892,0.003115738,0.311573828,3,9
"hypothalamus-JM-1_DB2095_N1","hypothalamus-JM-1",7271,3212,0.002750653,0.275065328,0,1
"hypothalamus-JM-1_DB2875_N2","hypothalamus-JM-1",8242,3398,0.001091968,0.109196797,4,3
"hypothalamus-JM-1_DB3713_N1","hypothalamus-JM-1",6366,3272,0.010838831,1.083883129,4,14
"hypothalamus-JM-1_DB2006_N2","hypothalamus-JM-1",9624,3809,0.001974231,0.197423109,1,1
"hypothalamus-JM-1_DB438_N1","hypothalamus-JM-1",14003,4775,0.002213811,0.221381133,0,0
"hypothalamus-JM-1_DB1673_N1","hypothalamus-JM-1",7974,3353,0.005894156,0.589415601,0,2
"hypothalamus-JM-1_DB2490_N2","hypothalamus-JM-1",13084,4376,0.001222868,0.122286762,7,0
"hypothalamus-JM-1_DB5610_N1","hypothalamus-JM-1",4390,1997,0.003189066,0.318906606,5,NA
"hypothalamus-JM-1_DB3518_N1","hypothalamus-JM-1",5731,2519,0.003664282,0.366428198,1,1
"hypothalamus-JM-1_DB5132_N1","hypothalamus-JM-1",9233,4072,0.012671938,1.267193762,6,NA
"hypothalamus-JM-1_DB6817_N1","hypothalamus-JM-1",6062,2895,0.002639393,0.263939294,0,0
"hypothalamus-JM-1_DB2895_N1","hypothalamus-JM-1",7410,2918,0.001889339,0.188933873,1,6
"hypothalamus-JM-1_DB74_N1","hypothalamus-JM-1",4604,2389,0.003040834,0.304083406,3,2
"hypothalamus-JM-1_DB2610_N1","hypothalamus-JM-1",8355,3525,0.001675643,0.167564333,1,4
"hypothalamus-JM-1_DB771_N1","hypothalamus-JM-1",4753,2434,0.002524721,0.252472123,0,2
"hypothalamus-JM-1_DB2624_N2","hypothalamus-JM-1",14983,5126,0.001468331,0.146833077,4,8
"hypothalamus-JM-1_DB1138_N1","hypothalamus-JM-1",10154,4189,0.001969667,0.196966713,9,NA
"hypothalamus-JM-1_DB906_N1","hypothalamus-JM-1",5306,2600,0.001130795,0.113079533,0,0
"hypothalamus-JM-1_DB3710_N1","hypothalamus-JM-1",9121,3896,0.006030041,0.603004057,3,12
"hypothalamus-JM-1_DB3787_N2","hypothalamus-JM-1",17918,5282,0.002567251,0.256725081,7,0
"hypothalamus-JM-1_DB5378_N1","hypothalamus-JM-1",7175,3170,0.001811847,0.181184669,1,1
"hypothalamus-JM-1_DB2910_N1","hypothalamus-JM-1",3594,1682,0.002504174,0.250417362,5,NA
"hypothalamus-JM-1_DB1603_N1","hypothalamus-JM-1",11765,4460,0.001784955,0.178495538,1,1
"hypothalamus-JM-1_DB5012_N1","hypothalamus-JM-1",4666,2213,0.001500214,0.150021432,0,13
"hypothalamus-JM-1_DB5570_N2","hypothalamus-JM-1",13791,4905,0.00137771,0.13777101,8,NA
"hypothalamus-JM-1_DB2052_N1","hypothalamus-JM-1",3215,1731,0.001866252,0.186625194,2,NA
"hypothalamus-JM-1_DB5980_N1","hypothalamus-JM-1",5581,2671,0.001433435,0.143343487,3,3
"hypothalamus-JM-1_DB2111_N2","hypothalamus-JM-1",6399,2895,0.001719019,0.17190186,3,9
"hypothalamus-JM-1_DB164_N1","hypothalamus-JM-1",10553,4239,0.001895196,0.189519568,4,14
"hypothalamus-JM-1_DB6753_N1","hypothalamus-JM-1",4401,2213,0.002499432,0.249943195,7,0
"hypothalamus-JM-1_DB3182_N1","hypothalamus-JM-1",3130,1710,0.003194888,0.319488818,8,NA
"hypothalamus-JM-1_DB1853_N1","hypothalamus-JM-1",3262,1488,0.007050889,0.705088903,5,NA
"hypothalamus-JM-1_DB5490_N1","hypothalamus-JM-1",4151,2001,0.002409058,0.240905806,0,1
"hypothalamus-JM-1_DB758_N1","hypothalamus-JM-1",17745,5362,0.001127078,0.112707805,7,2
"hypothalamus-JM-1_DB205_N1","hypothalamus-JM-1",2690,1517,0.004089219,0.408921933,7,0
"hypothalamus-JM-1_DB1105_N1","hypothalamus-JM-1",3638,1695,0.003298516,0.329851567,5,NA
"hypothalamus-JM-1_DB846_N1","hypothalamus-JM-1",5081,2439,0.002952175,0.295217477,4,10
"hypothalamus-JM-1_DB4487_N2","hypothalamus-JM-1",10477,4018,0.009640164,0.964016417,3,9
"hypothalamus-JM-1_DB1786_N1","hypothalamus-JM-1",11451,4196,0.00192123,0.192122959,0,0
"hypothalamus-JM-1_DB2022_N1","hypothalamus-JM-1",5619,2727,0.009966186,0.996618615,3,10
"hypothalamus-JM-1_DB5214_N1","hypothalamus-JM-1",3610,1858,0.002216066,0.221606648,4,8
"hypothalamus-JM-1_DB256_N1","hypothalamus-JM-1",7326,3039,0.015970516,1.597051597,11,11
"hypothalamus-JM-1_DB1834_N1","hypothalamus-JM-1",3772,1933,0.002916225,0.291622481,4,14
"hypothalamus-JM-1_DB4942_N1","hypothalamus-JM-1",4260,2199,0.006338028,0.633802817,1,0
"hypothalamus-JM-1_DB5737_N2","hypothalamus-JM-1",8483,3370,0.001886125,0.188612519,7,0
"hypothalamus-JM-1_DB756_N2","hypothalamus-JM-1",10428,3774,0.00795934,0.795934024,7,0
"hypothalamus-JM-1_DB1180_N1","hypothalamus-JM-1",6296,2597,0.001905972,0.190597205,7,2
"hypothalamus-JM-1_DB1652_N3","hypothalamus-JM-1",12514,4558,0.002557136,0.255713601,7,12
"hypothalamus-JM-1_DB6009_N1","hypothalamus-JM-1",4264,2059,0.001876173,0.187617261,1,1
"hypothalamus-JM-1_DB1015_N1","hypothalamus-JM-1",4154,1578,0.003610977,0.361097737,7,3
"hypothalamus-JM-1_DB3580_N1","hypothalamus-JM-1",9328,4195,0.008683533,0.868353345,10,NA
"hypothalamus-JM-1_DB2199_N1","hypothalamus-JM-1",8424,3192,0.002611586,0.261158594,0,7
"hypothalamus-JM-1_DB6169_N1","hypothalamus-JM-1",6060,2818,0.003465347,0.346534653,0,2
"hypothalamus-JM-1_DB1143_N1","hypothalamus-JM-1",7292,3429,0.002879868,0.287986835,3,3
"hypothalamus-JM-1_DB4249_N1","hypothalamus-JM-1",3866,1924,0.001551992,0.155199172,3,12
"hypothalamus-JM-1_DB134_N2","hypothalamus-JM-1",13226,4491,0.012248601,1.224860124,9,NA
"hypothalamus-JM-1_DB6809_N1","hypothalamus-JM-1",7152,2969,0.001538031,0.153803132,0,0
"hypothalamus-JM-1_DB1523_N1","hypothalamus-JM-1",3238,1817,0.00123533,0.123533045,15,NA
"hypothalamus-JM-1_DB5120_N1","hypothalamus-JM-1",7391,3471,0.035042619,3.50426194,6,NA
"hypothalamus-JM-1_DB4975_N1","hypothalamus-JM-1",4265,1994,0.0014068,0.140679953,1,7
"hypothalamus-JM-1_DB3225_N1","hypothalamus-JM-1",4884,2472,0.002457002,0.245700246,4,10
"hypothalamus-JM-1_DB5729_N1","hypothalamus-JM-1",10530,3623,0.00322887,0.32288699,11,11
"hypothalamus-JM-1_DB1594_N1","hypothalamus-JM-1",3200,1585,0.005,0.5,4,8
"hypothalamus-JM-1_DB2483_N1","hypothalamus-JM-1",10000,3801,0.0021,0.21,0,3
"hypothalamus-JM-1_DB6474_N1","hypothalamus-JM-1",3086,1858,0.002268308,0.226830849,1,1
"hypothalamus-JM-1_DB5457_N1","hypothalamus-JM-1",16662,5873,0.001560437,0.156043692,10,NA
"hypothalamus-JM-1_DB2010_N1","hypothalamus-JM-1",4954,2210,0.002018571,0.201857085,7,3
